text,summary
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. On Thursday 06 PM. This user is close to Business affairs","Based on the global information, the next app will be a Social_Networking app (95.0%), Utilities app (3.0%), Navigation app (1.0%). "
"The apps 'Utilities', 'Finance', 'Finance', 'Utilities', 'Finance', 'Finance', 'Utilities', 'Utilities', 'Utilities', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Utilities'  are used prior to the prediction. On Tuesday 11 AM. This user is close to Business affairs","Based on the global information, the next app will be a Finance app (100.0%). "
"The apps Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication  are used prior to the prediction. On Tuesday 09 PM","Based on the global information, the next app will be a Communication app (91.0%), Utilities app (4.0%), Shopping app (2.0%). "
"The apps Music, Utilities, Music, Utilities, Music, Communication, Music, Communication, Music, Communication, Music, Communication, Music, Photo&Video, Communication  are used prior to the prediction. On Thursday 05 PM","Based on the global information, the next app will be a Shopping app (100.0%). "
"The apps Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Utilities, Social_Networking, Communication, Utilities, Communication  are used prior to the prediction. On Wednesday 03 AM","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video'  are used prior to the prediction. On Tuesday 03 PM. This user is close to Hotel ,Residence ,Shopping and Restaurant","Based on the global information, the next app will be a Utilities app (96.0%), Photo&Video app (4.0%). "
"The apps 'Utilities', 'Lifestyle', 'Utilities', 'Lifestyle', 'Utilities', 'Lifestyle', 'Utilities', 'Lifestyle', 'Utilities', 'Lifestyle', 'Utilities', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle'  are used prior to the prediction. On Sunday 02 PM. This user is close to Residence","Based on the global information, the next app will be a Utilities app (50.0%), Lifestyle app (50.0%). "
"The apps 'Games', 'Music', 'Games', 'Games', 'Games', 'Utilities', 'Games', 'Music', 'Games', 'Shopping', 'Shopping', 'Utilities', 'Lifestyle', 'Utilities', 'References'  are used prior to the prediction. On Saturday 01 PM. This user is close to Hotel ,Business affairs ,Residence ,Government ,Shopping ,Restaurant and Education","Based on the global information, the next app will be a Shopping app (100.0%). "
"The apps Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Communication, Communication  are used prior to the prediction. On Sunday 10 PM","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'Social_Networking', 'Utilities', 'Navigation', 'Navigation', 'Navigation', 'Utilities', 'Navigation', 'Navigation', 'Navigation', 'Utilities', 'Navigation', 'Utilities', 'Navigation', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. On Friday 04 PM. This user is close to Residence","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities  are used prior to the prediction. On Sunday 02 AM","Based on the global information, the next app will be a Social_Networking app (91.0%), Communication app (5.0%), Utilities app (5.0%). "
"The apps Utilities, Communication, Utilities, Communication, Utilities, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Shopping, Communication, Shopping  are used prior to the prediction. On Friday 08 PM","Based on the global information, the next app will be a Communication app (100.0%). "
"The apps 'Lifestyle', 'Lifestyle', 'Utilities', 'Utilities', 'Lifestyle', 'Utilities', 'Utilities', 'Lifestyle', 'Utilities', 'Lifestyle', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities'  are used prior to the prediction. On Saturday 11 AM. This user is close to Business affairs ,Government and Shopping","Based on the global information, the next app will be a Lifestyle app (100.0%). "
"The apps 'Social_Networking', 'Navigation', 'Social_Networking', 'Navigation', 'Social_Networking', 'Navigation', 'Utilities', 'Utilities', 'Social_Networking', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Navigation', 'Utilities'  are used prior to the prediction. On Sunday 11 AM. This user is close to Medical care ,Business affairs ,Life service ,Residence ,Shopping ,Restaurant and Education","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'Utilities', 'Utilities', 'Social_Networking'  are used prior to the prediction. On Saturday 06 PM. This user is close to Residence and Shopping","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities'  are used prior to the prediction. On Thursday 07 PM. This user is close to Residence","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities'  are used prior to the prediction. On Friday 11 AM. This user is close to Business affairs","Based on the global information, the next app will be a Social_Networking app (98.0%), Communication app (1.0%), Utilities app (1.0%). "
"The apps Communication, Utilities, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication  are used prior to the prediction. On Thursday 06 PM","Based on the global information, the next app will be a Communication app (100.0%). "
"The apps 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music'  are used prior to the prediction. On Tuesday 07 AM. This user is close to Business affairs ,Residence and Education","Based on the global information, the next app will be a Music app (91.0%), Utilities app (4.0%), Social_Networking app (2.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Music', 'Social_Networking', 'Music', 'Social_Networking', 'Music', 'Music', 'Social_Networking', 'Music'  are used prior to the prediction. On Tuesday 06 PM. This user is close to Business affairs and Shopping","Based on the global information, the next app will be a Photo&Video app (100.0%). "
"The apps Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication  are used prior to the prediction. On Thursday 05 PM","Based on the global information, the next app will be a Communication app (96.0%), Social_Networking app (1.0%), Navigation app (1.0%). "
"The apps 'Shopping', 'Social_Networking', 'Shopping', 'Utilities', 'Utilities', 'Utilities', 'Shopping', 'Social_Networking', 'Lifestyle', 'Shopping', 'Utilities', 'Social_Networking', 'Utilities', 'Utilities', 'Utilities'  are used prior to the prediction. On Monday 01 PM. This user is close to Business affairs","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking  are used prior to the prediction. On Tuesday 07 PM","Based on the global information, the next app will be a Communication app (100.0%). "
"The apps Music, Utilities, Music, Lifestyle, Music, Navigation, Utilities, Music, Communication, Music, Utilities, Music, Communication, Utilities, Music  are used prior to the prediction. On Wednesday 05 PM","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News'  are used prior to the prediction. On Thursday 03 PM. This user is close to Business affairs","Based on the global information, the next app will be a News app (96.0%), Utilities app (2.0%), Music app (1.0%). "
"The apps Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Communication  are used prior to the prediction. On Thursday 03 PM","Based on the global information, the next app will be a Communication app (33.0%), Social_Networking app (33.0%), Utilities app (33.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Sports', 'Utilities'  are used prior to the prediction. On Friday 12 PM. This user is close to Business affairs ,Factory ,Restaurant and Landmark","Based on the global information, the next app will be a Sports app (100.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music'  are used prior to the prediction. On Saturday 10 AM. This user is close to Business affairs ,Life service and Residence","Based on the global information, the next app will be a Music app (100.0%). "
"The apps Communication, Communication, Communication, Communication, Communication, Communication, Communication, Entertainment, Communication, Entertainment, Communication, Communication, Utilities, Communication, Utilities  are used prior to the prediction. On Friday 01 PM","Based on the global information, the next app will be a Communication app (100.0%). "
"The apps Communication, Music, Communication, Music, Communication, Music, Communication, Music, Communication, Communication, Communication, Communication, Communication, Communication, Social_Networking  are used prior to the prediction. On Tuesday 02 AM","Based on the global information, the next app will be a Communication app (100.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Social_Networking', 'Utilities'  are used prior to the prediction. On Sunday 11 AM. This user is close to Medical care ,Hotel ,Business affairs ,Life service ,Transportation hub ,Culture ,Sports ,Residence ,Entertainment and leisure ,Scenic spot ,Government ,Factory ,Shopping ,Restaurant and Education","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. On Tuesday 12 PM. This user is close to Business affairs ,Sports ,Residence ,Scenic spot ,Shopping and Restaurant","Based on the global information, the next app will be a Social_Networking app (96.0%), Utilities app (3.0%), Music app (1.0%). "
"The apps Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Utilities  are used prior to the prediction. On Sunday 01 PM","Based on the global information, the next app will be a Communication app (75.0%), Social_Networking app (25.0%). "
"The apps 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video'  are used prior to the prediction. On Sunday 01 AM. This user is close to Life service ,Residence ,Government ,Shopping ,Restaurant and Education","Based on the global information, the next app will be a Utilities app (98.0%), Photo&Video app (2.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Utilities', 'Utilities', 'Utilities', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. On Tuesday 08 AM. This user is close to Residence","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps Utilities, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Utilities, Utilities, Utilities, Social_Networking, Utilities, Utilities, Social_Networking  are used prior to the prediction. On Friday 05 PM","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities  are used prior to the prediction. On Friday 11 AM","Based on the global information, the next app will be a Communication app (99.0%), Social_Networking app (1.0%). "
"The apps 'Social_Networking', 'Utilities', 'Utilities', 'Social_Networking', 'Utilities', 'News', 'News', 'Utilities', 'News', 'Utilities', 'News', 'Utilities', 'News', 'Travel', 'News'  are used prior to the prediction. On Monday 10 AM. This user is close to Business affairs and Shopping","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities  are used prior to the prediction. On Thursday 07 AM","Based on the global information, the next app will be a Communication app (92.0%), Utilities app (4.0%), Social_Networking app (4.0%). "
"The apps 'Lifestyle', 'Lifestyle', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. On Sunday 01 PM. This user is close to Business affairs ,Life service and Residence","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. On Monday 03 PM. This user is close to Business affairs","Based on the global information, the next app will be a Social_Networking app (96.0%), Utilities app (2.0%), Lifestyle app (1.0%). "
"The apps 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Utilities', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video'  are used prior to the prediction. On Saturday 02 PM. This user is close to Business affairs ,Life service ,Shopping and Restaurant","Based on the global information, the next app will be a Photo&Video app (100.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Navigation', 'Navigation', 'Social_Networking', 'Utilities', 'Social_Networking', 'Navigation', 'Navigation'  are used prior to the prediction. On Monday 08 AM. This user is close to Hotel ,Residence and Shopping","Based on the global information, the next app will be a Navigation app (100.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Utilities', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. On Wednesday 11 AM. This user is close to Residence","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'Music', 'Music', 'Music', 'Weather', 'Music', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Music', 'Social_Networking', 'Music', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. On Tuesday 05 AM. This user is close to Business affairs ,Residence ,Factory ,Shopping and Landmark","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities  are used prior to the prediction. On Thursday 03 PM","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking  are used prior to the prediction. On Tuesday 05 PM","Based on the global information, the next app will be a Communication app (94.0%), Social_Networking app (3.0%), News app (1.0%). "
"The apps 'Navigation', 'Social_Networking', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Music', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'News', 'Social_Networking'  are used prior to the prediction. On Saturday 01 PM. This user is close to Residence","Based on the global information, the next app will be a News app (100.0%). "
"The apps 'Utilities', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video'  are used prior to the prediction. On Tuesday 08 PM. This user is close to Business affairs ,Life service ,Residence ,Shopping and Restaurant","Based on the global information, the next app will be a Utilities app (50.0%), Photo&Video app (50.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Utilities', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. On Tuesday 10 PM. This user is close to Business affairs","Based on the global information, the next app will be a Social_Networking app (86.0%), Music app (14.000000000000002%). "
"The apps Entertainment, Utilities, Navigation, Utilities, Navigation, Utilities, Health & Fitness, Navigation, Entertainment, Communication, Entertainment, Communication, Entertainment, Utilities, Photo&Video  are used prior to the prediction. On Tuesday 08 PM","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Shopping', 'Social_Networking'  are used prior to the prediction. On Thursday 12 PM. This user is close to Medical care ,Hotel ,Business affairs ,Residence ,Shopping ,Restaurant and Education","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Utilities, Communication, Music, Communication  are used prior to the prediction. On Tuesday 09 PM","Based on the global information, the next app will be a Music app (100.0%). "
"The apps 'Navigation', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Utilities', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Utilities', 'Books', 'Social_Networking'  are used prior to the prediction. On Saturday 12 PM. This user is close to Medical care ,Business affairs ,Residence ,Government ,Shopping and Education","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'Travel', 'Navigation', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Social_Networking', 'Travel', 'Social_Networking', 'Travel', 'Travel', 'Navigation'  are used prior to the prediction. On Monday 11 PM. This user is close to Business affairs","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'Travel', 'Travel', 'Social_Networking', 'Travel', 'Travel', 'Utilities', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Social_Networking', 'Travel', 'Travel'  are used prior to the prediction. On Wednesday 09 PM. This user is close to Business affairs and Landmark","Based on the global information, the next app will be a Travel app (100.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. On Friday 11 AM. This user is close to Medical care ,Business affairs ,Life service ,Residence ,Government ,Shopping ,Restaurant and Education","Based on the global information, the next app will be a Social_Networking app (97.0%), Utilities app (2.0%), Lifestyle app (0.0%). "
"The apps 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities'  are used prior to the prediction. On Saturday 10 PM. This user is close to Business affairs ,Residence and Factory","Based on the global information, the next app will be a Photo&Video app (99.0%), Social_Networking app (1.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. On Friday 12 PM. This user is close to Business affairs ,Life service ,Residence ,Factory ,Shopping and Landmark","Based on the global information, the next app will be a Social_Networking app (96.0%), Utilities app (2.0%), Shopping app (0.0%). "
"The apps Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Shopping, Utilities  are used prior to the prediction. On Wednesday 01 PM","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'News', 'News', 'News', 'News', 'Utilities', 'News', 'Utilities', 'News', 'Utilities', 'News', 'News', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. On Sunday 05 PM. This user is close to Business affairs and Government","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'Utilities', 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'Utilities', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Utilities', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. On Sunday 10 PM. This user is close to Residence ,Shopping and Restaurant","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'Utilities', 'Travel', 'News', 'Utilities', 'News', 'News', 'News', 'News', 'News', 'Utilities', 'News', 'Utilities', 'News', 'News', 'Utilities'  are used prior to the prediction. On Thursday 05 PM. This user is close to Scenic spot","Based on the global information, the next app will be a News app (100.0%). "
"The apps Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities  are used prior to the prediction. On Tuesday 10 AM","Based on the global information, the next app will be a Social_Networking app (88.0%), Utilities app (5.0%), Communication app (3.0%). "
"The apps 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'News', 'News'  are used prior to the prediction. On Tuesday 01 PM. This user is close to Residence and Education","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'Social_Networking', 'Entertainment', 'Social_Networking', 'Entertainment', 'Social_Networking', 'Entertainment', 'Social_Networking', 'Navigation', 'Social_Networking', 'Entertainment', 'Social_Networking', 'Utilities', 'Social_Networking', 'Entertainment', 'Social_Networking'  are used prior to the prediction. On Friday 03 PM. This user is close to Residence and Shopping","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities  are used prior to the prediction. On Saturday 03 PM","Based on the global information, the next app will be a Social_Networking app (86.0%), Utilities app (14.000000000000002%). "
"The apps Communication, Entertainment, Communication, Entertainment, Communication, Communication, Communication, Communication, Entertainment, Communication, Entertainment, Communication, Entertainment, Communication, Entertainment  are used prior to the prediction. On Friday 07 PM","Based on the global information, the next app will be a Communication app (100.0%). "
"The apps Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Social_Networking  are used prior to the prediction. On Tuesday 04 AM","Based on the global information, the next app will be a Utilities app (89.0%), Communication app (11.0%). "
"The apps 'Travel', 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'Utilities', 'Utilities', 'Travel', 'Travel', 'Social_Networking', 'Social_Networking', 'Utilities'  are used prior to the prediction. On Sunday 07 PM. This user is close to Business affairs ,Government ,Factory and Landmark","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Lifestyle', 'Social_Networking', 'Lifestyle', 'Lifestyle'  are used prior to the prediction. On Tuesday 11 AM. This user is close to Business affairs and Education","Based on the global information, the next app will be a Lifestyle app (100.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Entertainment', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. On Thursday 05 PM. This user is close to Hotel ,Business affairs ,Life service ,Residence ,Entertainment and leisure ,Shopping and Restaurant","Based on the global information, the next app will be a Lifestyle app (100.0%). "
"The apps 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Utilities', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video'  are used prior to the prediction. On Tuesday 08 PM. This user is close to Business affairs ,Residence ,Government and Restaurant","Based on the global information, the next app will be a Photo&Video app (87.0%), Utilities app (13.0%). "
"The apps Utilities, Shopping, Utilities, Utilities, Utilities, Utilities, Utilities, Utilities, Shopping, Utilities, Shopping, Utilities, Shopping, Communication, Shopping  are used prior to the prediction. On Monday 04 AM","Based on the global information, the next app will be a Communication app (100.0%). "
"The apps Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking  are used prior to the prediction. On Sunday 05 AM","Based on the global information, the next app will be a Communication app (91.0%), Finance app (5.0%), Utilities app (5.0%). "
"The apps 'Travel', 'Travel', 'Utilities', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Utilities', 'Travel', 'Travel'  are used prior to the prediction. On Saturday 05 PM. This user is close to Business affairs ,Residence ,Government and Shopping","Based on the global information, the next app will be a Travel app (50.0%), Utilities app (50.0%). "
"The apps 'Social_Networking', 'Utilities', 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'Utilities', 'Social_Networking', 'Utilities', 'Utilities', 'Utilities', 'Social_Networking'  are used prior to the prediction. On Sunday 08 PM. This user is close to Business affairs and Government","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'Utilities', 'Navigation', 'Utilities', 'Navigation', 'Lifestyle', 'Navigation', 'Utilities', 'Navigation', 'Utilities', 'Navigation', 'Lifestyle', 'Utilities', 'Navigation', 'Lifestyle', 'Utilities'  are used prior to the prediction. On Monday 12 PM. This user is close to Business affairs ,Life service ,Residence ,Entertainment and leisure ,Government ,Shopping and Restaurant","Based on the global information, the next app will be a Navigation app (100.0%). "
"The apps 'Social_Networking', 'Utilities', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. On Thursday 02 PM. This user is close to Education","Based on the global information, the next app will be a Social_Networking app (90.0%), Utilities app (10.0%). "
"The apps Social_Networking, Communication, Communication, Lifestyle, Communication, Social_Networking, Communication, Communication, Communication, Communication, Utilities, Communication, Utilities, Communication, Communication  are used prior to the prediction. On Wednesday 08 PM","Based on the global information, the next app will be a Communication app (100.0%). "
